x,y
0.05061583846218687,0.8311887400417104
0.05522117123602399,0.9091854007922346
0.06952130531190703,0.8668524525103473
0.09197051616629648,0.7966711671204327
0.1083765148029836,0.7850981807678165
0.11353644767419069,0.8560279457364282
0.12154474689816341,0.7676105527743979
0.14393488629755868,0.9313001498637743
0.15456616528867428,0.901588432816884
0.16587828927856152,0.8222251511216749
0.18221825651549728,0.7644458792745265
0.20584494295802447,0.9241598978374397
0.23271935735825866,0.8579412510662328
0.2431596643145384,0.9283464904976628
0.2535074341545751,0.789491280056942
0.2541912674409519,0.8394259067388982
0.26511310541621813,0.872560201907478
0.3050024993904943,0.8851971524173645
0.3142918568673425,0.8627896762924633
0.34388521115218396,0.9241937826195913
0.35942273796742086,0.8437253108687857
0.36886947354532795,0.8924466525177728
0.37348188749214417,0.9067794835342945
0.40728802318970136,0.9352414386790558
0.40775141554763916,0.9452198350992063
0.43159911950576113,0.859546761999501
0.45227288910538066,0.8443721338901139
0.4530400977204452,0.9851579084863444
0.4544638034145787,0.9382538220356553
0.4600264202175275,0.8856352112358278
0.46450412719997725,1.0017601779875729
0.5147875124998935,0.9427522943025068
0.516817211686077,0.9964460325155866
0.5630327568183735,0.9524729306394825
0.5755876001664428,1.0552714408879047
0.5808361216819946,1.0413101848554231
0.6355835028602363,0.9546685375168195
0.6505159298527952,1.0193717876955843
0.6936130087516545,1.0136115511339965
0.7056874740042984,1.0527137078783102
0.7118864846022899,0.9375422726051404
0.7276300636419353,1.0239082129656336
0.7379656473539886,1.045026306545286
0.7404465173409036,0.9047672852710202
0.7455064367977082,0.9347624798061097
0.7697990982879299,0.8978093370504352
0.7773463696498484,0.9881109284451557
0.7845638134226596,1.039187038969034
0.8134878064189976,1.085330405445259
0.8350071669866876,1.0190269812640864
0.8410680611499743,1.0981881908052753
0.8413996499504883,0.9478308080120394
0.8483771408519192,0.9333167108100113
0.85347464993768,1.0169123898585908
0.884925020519195,1.0462939854207791
0.902897700544083,1.0296644719047066
0.9120610304869037,0.9300669810587257
0.9128667678613356,1.0291710572845525
0.9310276780589921,0.9726323785571901
0.9367476782809248,1.0726682137989298
0.93981939840869,1.0582274196646098
0.944429607559284,0.9939726880833415
0.9717649377076854,1.0215925536962234
0.9767211400638387,0.9954672742197485
0.9783416065100148,1.0456671517519185
1.0077800137742665,1.1033162010796211
1.0112267612279024,1.0070614306414212
1.014715428660321,1.0823477448991625
1.031238688359326,1.034403041280716
1.0789142699330445,1.0320819620753339
1.1005192452767676,1.071238835943307
1.1119748230615134,1.0273991528806272
1.1347352124058907,1.0565693538356848
1.1586905952512971,1.0296907741933894
1.1607264050691624,1.188272952324959
1.1706701642760586,1.0940051212707167
1.1752624677710488,1.058272633418487
1.1816482762165625,1.1053704894344571
1.1881791626807192,1.0904979039193958
1.195942459383017,1.08677845495184
1.198653673336828,1.1291327533242088
1.2203823484477883,1.1410765726059968
1.2706051265188478,1.087637841471934
1.3752094414599325,1.1078526585703217
1.3949386065204183,1.1270785455087207
1.4008401523652403,1.0269844813681948
1.4092422497476265,1.0680972421155845
1.4299168205283586,1.216558553805357
1.448948720912231,1.2344591104328366
1.5599452033620265,1.1627628276054967
1.5601864044243652,1.2040919124077276
1.5643704267108605,1.1916837168993408
1.6080805141749865,1.3389770057755712
1.6122128725400442,1.2418502058838206
